4;images/планировка_pages-to-jpg-0001.jpg;3;0;-1
5;images/Виз_3.jpg;2;0;-1
6;images/Виз1.jpg;2;1;-1
7;images/Виз2.jpg;2;0;-1
8;images/Виз4.jpg;2;0;-1
9;images/планировка_page-0001.jpg;2;0;-1
10;images/Дом_1_filmic_Hue.jpg;1;1;-1
11;images/Дом_2_filmic_Hue.jpg;1;0;-1
12;images/Дом_3_filmic_Hue.jpg;1;0;-1
13;images/Дом_4_filmic_Hue.jpg;1;0;-1
14;images/планировка_page-0001_1.jpg;1;0;-1
15;images/планировка_page-0001_kEWXcRU.jpg;4;0;-1
16;images/Дом_18х19_1_final.jpg;5;1;-1
17;images/Дом_18х19_2.effectsResult.jpg;5;0;-1
18;images/Дом_18х19_3_final.jpg;5;0;-1
19;images/Дом_18х19_4_final.jpg;5;0;-1
20;images/планировка_page-0001_5AYem7n.jpg;5;0;-1
21;images/Виз1_KpMDSsY.jpg;6;1;-1
22;images/Виз2_v8grYUh.jpg;6;0;-1
23;images/Виз3.jpg;6;0;-1
24;images/Виз4_LImDQHL.jpg;6;0;-1
25;images/планировка_page-0001_MYOa2GZ.jpg;6;0;-1
26;images/планировка_page-0001_yyj2Pst.jpg;7;0;-1
27;images/вид_1.jpg;3;1;-1
28;images/вид_2.jpg;3;0;-1
29;images/вид_3.jpg;3;0;-1
30;images/вид_4.jpg;3;0;-1
31;images/Вид_1_6Qu9bh8.jpg;4;1;-1
32;images/Вид_2_qmPC5g9.jpg;4;0;-1
33;images/Вид_3_twXiCvk.jpg;4;0;-1
34;images/Вид_4_HGzcS35.jpg;4;0;-1
35;images/вид_3_36sb3NJ.jpg;7;1;-1
36;images/вид_1_ZJwsV32.jpg;7;0;-1
37;images/вид_2_7PluMCb.jpg;7;0;-1
38;images/вид_4_FRCOzxM.jpg;7;0;-1
